product_id,product_name,category,brand,price
P0048,Samsung Vacuum,Home,Samsung,1655.58
P0049,Sony Camera,Electronics,Sony,459.25
P0050,Sony Console,Gaming,Sony,646.1
P0051,HP Microwave,Home,HP,1711.98
P0052,Samsung Microwave,Home,Samsung,601.38
P0053,Samsung Laptop,Electronics,Samsung,1273.6
P0054,Samsung Vacuum,Home,Samsung,415.48
P0055,LG Phone,Electronics,LG,244.41
P0056,Samsung Tablet,Electronics,Samsung,1906.87
P0057,Sony Controller,Gaming,Sony,678.64
P0058,Apple Headphones,Accessories,Apple,446.73
P0059,Bose Phone,Electronics,Bose,1829.01
P0060,Sony Mouse,Accessories,Sony,637.85
P0061,Dell Game,Gaming,Dell,157.92
P0062,Sony Console,Gaming,Sony,771.23
P0063,Bose Controller,Gaming,Bose,217.99
P0064,Dell Keyboard,Accessories,Dell,672.72
P0065,LG Controller,Gaming,LG,1419.12
P0066,Dell Keyboard,Accessories,Dell,1358.24
P0067,Sony Controller,Gaming,Sony,1720.36
P0068,LG Blender,Home,LG,1054.37
P0069,LG Game,Gaming,LG,1793.53
P0070,Sony Phone,Electronics,Sony,147.39
P0071,LG Game,Gaming,LG,1577.75
P0072,Dell Game,Gaming,Dell,1165.2
P0073,Dell Blender,Home,Dell,633.37
P0074,Samsung Game,Gaming,Samsung,1240.69
P0075,LG Charger,Accessories,LG,212.61
P0076,Apple Controller,Gaming,Apple,1953.6
P0077,LG Controller,Gaming,LG,1804.37
P0078,Sony Blender,Home,Sony,1551.27
P0079,Dell Microwave,Home,Dell,1513.5
P0080,Bose Camera,Electronics,Bose,184.49
P0081,Apple Microwave,Home,Apple,625.5
P0082,Sony Mouse,Accessories,Sony,1799.98
P0083,Sony Laptop,Electronics,Sony,649.24
P0084,Samsung Mouse,Accessories,Samsung,1815.54
P0085,HP Laptop,Electronics,HP,123.66
P0086,Samsung Camera,Electronics,Samsung,1951.38
P0087,HP Headphones,Accessories,HP,639.96
P0088,Bose Console,Gaming,Bose,745.05
P0089,Bose Tablet,Electronics,Bose,1124.76
P0090,Samsung Mouse,Accessories,Samsung,89.28
P0091,Sony Vacuum,Home,Sony,1991.0
P0092,HP Tablet,Electronics,HP,1036.8
P0093,LG Console,Gaming,LG,1122.54
P0094,Dell Camera,Electronics,Dell,647.77
P0095,Bose Vacuum,Home,Bose,1388.49
P0096,Samsung Game,Gaming,Samsung,560.27
P0097,Sony Vacuum,Home,Sony,324.39
P0098,Sony Controller,Gaming,Sony,1265.85
P0099,HP Laptop,Electronics,HP,1729.19
P0100,HP Console,Gaming,HP,909.6
P0101,Bose Camera,Electronics,Bose,1640.17
P0102,HP Game,Gaming,HP,1689.05
P0103,Apple Microwave,Home,Apple,1603.49
P0104,Samsung Game,Gaming,Samsung,706.47
P0105,Bose Controller,Gaming,Bose,1974.16
P0106,Samsung Console,Gaming,Samsung,1382.1
P0107,HP Vacuum,Home,HP,360.64
P0108,Apple Console,Gaming,Apple,761.3
P0109,Sony Controller,Gaming,Sony,1132.16
P0110,Apple Mouse,Accessories,Apple,206.0
P0111,LG Air Fryer,Home,LG,985.11
P0112,HP Vacuum,Home,HP,1404.98
P0113,Samsung Mouse,Accessories,Samsung,1606.05
P0114,Dell Keyboard,Accessories,Dell,530.09
P0115,LG Game,Gaming,LG,420.26
P0116,LG Controller,Gaming,LG,758.06
P0117,Sony Headphones,Accessories,Sony,856.21
P0118,Sony Phone,Electronics,Sony,657.7
P0119,LG Phone,Electronics,LG,564.99
P0120,Bose Mouse,Accessories,Bose,1283.5
P0121,Sony Game,Gaming,Sony,1096.48
P0122,Bose Mouse,Accessories,Bose,1181.46
P0123,Apple Game,Gaming,Apple,765.82
P0124,HP Laptop,Electronics,HP,1596.01
P0125,Apple Air Fryer,Home,Apple,412.63
P0126,Samsung Console,Gaming,Samsung,203.44
P0127,Bose Mouse,Accessories,Bose,293.77
P0128,Apple Console,Gaming,Apple,359.29
P0129,LG Blender,Home,LG,182.01
P0130,Samsung Controller,Gaming,Samsung,939.94
P0131,HP Camera,Electronics,HP,1406.2
P0132,Apple Camera,Electronics,Apple,467.96
P0133,Sony Headphones,Accessories,Sony,656.51
P0134,HP Air Fryer,Home,HP,1086.94
P0135,Dell Air Fryer,Home,Dell,1768.64
P0136,Bose Tablet,Electronics,Bose,85.96
P0137,LG Tablet,Electronics,LG,1879.4
P0138,LG Blender,Home,LG,70.35
P0139,Bose Game,Gaming,Bose,598.73
P0140,Bose Game,Gaming,Bose,1137.17
P0141,Apple Camera,Electronics,Apple,1749.03
P0142,Sony Laptop,Electronics,Sony,410.81
P0143,Apple Tablet,Electronics,Apple,203.01
P0144,LG Controller,Gaming,LG,973.99
P0145,Bose Console,Gaming,Bose,1517.1
P0146,Dell Headphones,Accessories,Dell,1334.9
P0147,Dell Air Fryer,Home,Dell,772.59
P0148,LG Vacuum,Home,LG,1427.75
P0149,Sony Microwave,Home,Sony,1566.94
P0150,Sony Blender,Home,Sony,1749.93
P0151,Bose Console,Gaming,Bose,1854.25
P0152,Apple Blender,Home,Apple,317.58
P0153,Bose Blender,Home,Bose,868.15
P0154,Sony Keyboard,Accessories,Sony,422.78
P0155,Samsung Mouse,Accessories,Samsung,1119.34
P0156,Bose Tablet,Electronics,Bose,1160.33
P0157,Apple Laptop,Electronics,Apple,1533.32
P0158,LG Console,Gaming,LG,99.56
P0159,Bose Microwave,Home,Bose,220.0
P0160,Bose Game,Gaming,Bose,669.4
P0161,HP Tablet,Electronics,HP,721.31
P0162,Bose Vacuum,Home,Bose,1487.3
P0163,Dell Phone,Electronics,Dell,947.5
P0164,Samsung Phone,Electronics,Samsung,99.82
P0165,Bose Console,Gaming,Bose,1935.73
P0166,Dell Laptop,Electronics,Dell,1338.41
P0167,HP Mouse,Accessories,HP,1449.39
P0168,Sony Air Fryer,Home,Sony,532.31
P0169,Sony Laptop,Electronics,Sony,580.54
P0170,HP Vacuum,Home,HP,290.13
P0171,Dell Keyboard,Accessories,Dell,1991.17
P0172,Dell Headphones,Accessories,Dell,1897.43
P0173,Samsung Console,Gaming,Samsung,343.47
P0174,Dell Air Fryer,Home,Dell,232.24
P0175,HP Charger,Accessories,HP,702.44
P0176,Samsung Air Fryer,Home,Samsung,1714.07
P0177,Dell Charger,Accessories,Dell,1112.64
P0178,Bose Tablet,Electronics,Bose,260.79
P0179,Sony Air Fryer,Home,Sony,603.62
P0180,Apple Phone,Electronics,Apple,1443.05
P0181,LG Console,Gaming,LG,22.05
P0182,HP Console,Gaming,HP,1240.33
P0183,Samsung Controller,Gaming,Samsung,1565.78
P0184,HP Mouse,Accessories,HP,1378.65
P0185,LG Laptop,Electronics,LG,1540.08
P0186,Sony Camera,Electronics,Sony,956.71
P0187,Bose Camera,Electronics,Bose,339.7
P0188,Sony Game,Gaming,Sony,1509.38
P0189,HP Air Fryer,Home,HP,981.62
P0190,LG Game,Gaming,LG,1112.61
P0191,Bose Laptop,Electronics,Bose,1930.43
P0192,Sony Game,Gaming,Sony,1715.31
P0193,LG Air Fryer,Home,LG,1616.3
P0194,HP Vacuum,Home,HP,884.42
P0195,HP Keyboard,Accessories,HP,1093.24
P0196,Bose Keyboard,Accessories,Bose,1787.07
P0197,HP Tablet,Electronics,HP,879.54
P0198,LG Vacuum,Home,LG,624.53
P0199,Sony Controller,Gaming,Sony,1151.67
P0200,Bose Microwave,Home,Bose,1671.4
P0201,LG Tablet,Electronics,LG,1244.61
P0202,HP Vacuum,Home,HP,1371.03
P0203,HP Tablet,Electronics,HP,1472.72
P0204,Sony Tablet,Electronics,Sony,1632.41
P0205,LG Mouse,Accessories,LG,649.15
P0206,Apple Phone,Electronics,Apple,1928.42
P0207,Bose Blender,Home,Bose,836.58
P0208,Dell Laptop,Electronics,Dell,236.31
P0209,Bose Microwave,Home,Bose,836.22
P0210,HP Tablet,Electronics,HP,1602.87
P0211,Bose Laptop,Electronics,Bose,119.9
P0212,HP Headphones,Accessories,HP,1837.21
P0213,LG Laptop,Electronics,LG,1941.05
P0214,Dell Console,Gaming,Dell,223.66
P0215,Apple Camera,Electronics,Apple,189.66
P0216,HP Camera,Electronics,HP,1926.96
P0217,Bose Charger,Accessories,Bose,768.12
P0218,Apple Phone,Electronics,Apple,142.33
P0219,Samsung Headphones,Accessories,Samsung,1539.61
P0220,Sony Blender,Home,Sony,298.09
P0221,Sony Laptop,Electronics,Sony,1892.84
P0222,HP Headphones,Accessories,HP,1781.66
P0223,Dell Console,Gaming,Dell,1064.6
P0224,LG Air Fryer,Home,LG,49.76
P0225,Dell Keyboard,Accessories,Dell,165.06
P0226,Apple Vacuum,Home,Apple,367.66
P0227,LG Phone,Electronics,LG,1597.72
P0228,HP Keyboard,Accessories,HP,28.29
P0229,Sony Air Fryer,Home,Sony,795.64
P0230,Samsung Phone,Electronics,Samsung,491.78
P0231,Apple Microwave,Home,Apple,1923.89
P0232,LG Air Fryer,Home,LG,1354.09
P0233,Samsung Headphones,Accessories,Samsung,1306.36
P0234,Apple Controller,Gaming,Apple,942.18
P0235,LG Air Fryer,Home,LG,1281.98
P0236,Bose Game,Gaming,Bose,93.47
P0237,Samsung Blender,Home,Samsung,1584.29
P0238,Dell Controller,Gaming,Dell,124.96
P0239,Apple Mouse,Accessories,Apple,576.63
P0240,Sony Tablet,Electronics,Sony,569.55
P0241,Bose Controller,Gaming,Bose,790.54
P0242,Apple Console,Gaming,Apple,678.41
P0243,Dell Controller,Gaming,Dell,1940.88
P0244,Dell Microwave,Home,Dell,989.89
P0245,Dell Vacuum,Home,Dell,73.18
P0246,Bose Game,Gaming,Bose,705.83
P0247,Apple Camera,Electronics,Apple,1731.4
P0248,HP Air Fryer,Home,HP,235.89
P0249,Apple Tablet,Electronics,Apple,1953.63
P0250,Sony Controller,Gaming,Sony,741.2
P0251,Samsung Headphones,Accessories,Samsung,1883.04
P0252,Apple Tablet,Electronics,Apple,1582.62
P0253,Apple Headphones,Accessories,Apple,1896.21
P0254,Bose Microwave,Home,Bose,1408.59
P0255,HP Air Fryer,Home,HP,1792.42
P0256,Samsung Air Fryer,Home,Samsung,1083.62
P0257,HP Headphones,Accessories,HP,331.13
P0258,LG Charger,Accessories,LG,560.57
P0259,LG Controller,Gaming,LG,368.2
P0260,Sony Tablet,Electronics,Sony,432.39
P0261,Bose Charger,Accessories,Bose,1423.92
P0262,HP Console,Gaming,HP,70.36
P0263,LG Laptop,Electronics,LG,1908.88
P0264,Bose Laptop,Electronics,Bose,621.37
P0265,HP Mouse,Accessories,HP,1673.9
P0266,Bose Vacuum,Home,Bose,1080.18
P0267,HP Game,Gaming,HP,135.81
P0268,LG Controller,Gaming,LG,427.25
P0269,Samsung Headphones,Accessories,Samsung,444.04
P0270,Dell Laptop,Electronics,Dell,75.84
P0271,Bose Camera,Electronics,Bose,827.5
P0272,Samsung Phone,Electronics,Samsung,300.97
P0273,Apple Air Fryer,Home,Apple,1441.95
P0274,Dell Headphones,Accessories,Dell,591.23
P0275,Dell Headphones,Accessories,Dell,1172.72
P0276,Apple Console,Gaming,Apple,1215.79
P0277,Dell Headphones,Accessories,Dell,496.7
P0278,Dell Controller,Gaming,Dell,897.86
P0279,HP Tablet,Electronics,HP,96.53
P0280,HP Laptop,Electronics,HP,1699.78
P0281,Samsung Mouse,Accessories,Samsung,1866.47
P0282,HP Console,Gaming,HP,1227.13
P0283,Dell Tablet,Electronics,Dell,829.28
P0284,LG Blender,Home,LG,1876.18
P0285,Apple Camera,Electronics,Apple,1581.84
P0286,HP Tablet,Electronics,HP,1450.92
P0287,Dell Mouse,Accessories,Dell,581.5
P0288,LG Keyboard,Accessories,LG,1886.08
P0289,Sony Keyboard,Accessories,Sony,1518.29
P0290,Dell Headphones,Accessories,Dell,841.87
P0291,Bose Tablet,Electronics,Bose,1765.34
P0292,Apple Laptop,Electronics,Apple,513.48
P0293,Bose Tablet,Electronics,Bose,446.35
P0294,Samsung Headphones,Accessories,Samsung,1665.29
P0295,HP Air Fryer,Home,HP,109.33
P0296,Dell Blender,Home,Dell,648.51
P0297,Bose Blender,Home,Bose,1052.44
P0298,Sony Air Fryer,Home,Sony,1116.48
P0299,Dell Keyboard,Accessories,Dell,1222.6
P0300,Apple Charger,Accessories,Apple,893.49
P0301,HP Controller,Gaming,HP,544.77
P0302,Samsung Keyboard,Accessories,Samsung,208.69
P0303,Apple Air Fryer,Home,Apple,1357.42
P0304,Sony Camera,Electronics,Sony,1159.74
P0305,Apple Camera,Electronics,Apple,249.01
P0306,Bose Controller,Gaming,Bose,1266.24
P0307,Bose Headphones,Accessories,Bose,883.1
P0308,Dell Console,Gaming,Dell,254.6
P0309,Bose Blender,Home,Bose,1215.58
P0310,LG Charger,Accessories,LG,1893.75
P0311,Bose Blender,Home,Bose,630.0
P0312,HP Vacuum,Home,HP,1035.67
P0313,HP Air Fryer,Home,HP,843.16
P0314,Dell Camera,Electronics,Dell,1405.06
P0315,HP Controller,Gaming,HP,957.74
P0316,Apple Tablet,Electronics,Apple,771.83
P0317,HP Tablet,Electronics,HP,991.01
P0318,Apple Keyboard,Accessories,Apple,506.47
P0319,Dell Charger,Accessories,Dell,1198.4
P0320,Sony Console,Gaming,Sony,529.57
P0321,Samsung Controller,Gaming,Samsung,1046.07
P0322,Bose Keyboard,Accessories,Bose,1093.82
P0323,Samsung Tablet,Electronics,Samsung,1739.65
P0324,Samsung Game,Gaming,Samsung,793.44
P0325,Apple Air Fryer,Home,Apple,1547.89
P0326,LG Console,Gaming,LG,1033.21
P0327,Bose Controller,Gaming,Bose,867.54
P0328,LG Controller,Gaming,LG,1939.74
P0329,Apple Mouse,Accessories,Apple,1963.67
P0330,Dell Blender,Home,Dell,426.3
P0331,HP Mouse,Accessories,HP,1878.38
P0332,HP Phone,Electronics,HP,1314.61
P0333,Dell Console,Gaming,Dell,886.01
P0334,Apple Game,Gaming,Apple,418.41
P0335,LG Controller,Gaming,LG,1095.47
P0336,Dell Controller,Gaming,Dell,801.21
P0337,HP Controller,Gaming,HP,1916.44
P0338,Apple Headphones,Accessories,Apple,219.58
P0339,Bose Headphones,Accessories,Bose,1170.0
P0340,HP Keyboard,Accessories,HP,1017.6
P0341,Bose Blender,Home,Bose,67.22
P0342,LG Tablet,Electronics,LG,1440.43
P0343,HP Microwave,Home,HP,96.5
P0344,Dell Phone,Electronics,Dell,949.39
P0345,Dell Game,Gaming,Dell,420.58
P0346,Sony Tablet,Electronics,Sony,708.31
P0347,Samsung Blender,Home,Samsung,1224.83
P0348,Samsung Tablet,Electronics,Samsung,149.97
P0349,Bose Controller,Gaming,Bose,60.95
P0350,Apple Microwave,Home,Apple,1088.64
P0351,Sony Vacuum,Home,Sony,308.17
P0352,Sony Vacuum,Home,Sony,1278.43
P0353,LG Console,Gaming,LG,1184.6
P0354,Dell Game,Gaming,Dell,46.69
P0355,LG Charger,Accessories,LG,1020.71
P0356,Dell Keyboard,Accessories,Dell,1925.62
P0357,Dell Mouse,Accessories,Dell,1741.43
P0358,HP Game,Gaming,HP,619.63
P0359,Dell Game,Gaming,Dell,356.81
P0360,Dell Charger,Accessories,Dell,903.44
P0361,Dell Charger,Accessories,Dell,436.5
P0362,Apple Console,Gaming,Apple,1054.47
P0363,Samsung Game,Gaming,Samsung,934.05
P0364,HP Mouse,Accessories,HP,1917.61
P0365,HP Blender,Home,HP,564.86
P0366,Samsung Blender,Home,Samsung,594.69
P0367,Bose Game,Gaming,Bose,270.57
P0368,LG Microwave,Home,LG,1729.49
P0369,Samsung Laptop,Electronics,Samsung,328.37
P0370,Bose Blender,Home,Bose,1103.19
P0371,Bose Console,Gaming,Bose,538.77
P0372,Dell Laptop,Electronics,Dell,938.83
P0373,Apple Headphones,Accessories,Apple,467.98
P0374,Dell Vacuum,Home,Dell,1743.65
P0375,Bose Charger,Accessories,Bose,1952.51
P0376,Dell Phone,Electronics,Dell,225.13
P0377,Samsung Charger,Accessories,Samsung,1072.45
P0378,LG Camera,Electronics,LG,52.2
P0379,Samsung Camera,Electronics,Samsung,1497.59
P0380,Dell Console,Gaming,Dell,747.03
P0381,HP Phone,Electronics,HP,1508.36
P0382,LG Headphones,Accessories,LG,474.26
P0383,HP Camera,Electronics,HP,1757.17
P0384,Samsung Keyboard,Accessories,Samsung,342.94
P0385,Apple Vacuum,Home,Apple,1091.38
P0386,LG Air Fryer,Home,LG,192.17
P0387,Apple Mouse,Accessories,Apple,1943.09
P0388,HP Phone,Electronics,HP,657.7
P0389,Sony Console,Gaming,Sony,919.18
P0390,Samsung Camera,Electronics,Samsung,1464.3
P0391,Bose Camera,Electronics,Bose,472.58
P0392,HP Keyboard,Accessories,HP,1322.25
P0393,Samsung Console,Gaming,Samsung,934.53
P0394,Apple Air Fryer,Home,Apple,1270.39
P0395,LG Keyboard,Accessories,LG,909.14
P0396,Apple Blender,Home,Apple,573.65
P0397,Sony Vacuum,Home,Sony,258.33
P0398,Sony Controller,Gaming,Sony,73.8
P0399,Apple Air Fryer,Home,Apple,741.31
P0400,Apple Keyboard,Accessories,Apple,586.28
P0401,HP Keyboard,Accessories,HP,556.93
P0402,HP Phone,Electronics,HP,863.67
P0403,Apple Charger,Accessories,Apple,1505.66
P0404,HP Controller,Gaming,HP,182.94
P0405,Samsung Charger,Accessories,Samsung,254.21
P0406,Dell Headphones,Accessories,Dell,307.12
P0407,Bose Vacuum,Home,Bose,46.61
P0408,LG Keyboard,Accessories,LG,858.38
P0409,HP Charger,Accessories,HP,1089.66
P0410,HP Keyboard,Accessories,HP,914.12
P0411,Sony Vacuum,Home,Sony,374.81
P0412,Sony Mouse,Accessories,Sony,1514.64
P0413,Sony Controller,Gaming,Sony,480.3
P0414,Samsung Charger,Accessories,Samsung,574.73
P0415,Samsung Microwave,Home,Samsung,1079.94
P0416,Bose Air Fryer,Home,Bose,602.9
P0417,Dell Microwave,Home,Dell,192.21
P0418,Sony Controller,Gaming,Sony,479.34
P0419,LG Vacuum,Home,LG,739.61
P0420,Sony Headphones,Accessories,Sony,935.43
P0421,HP Camera,Electronics,HP,355.16
P0422,Apple Keyboard,Accessories,Apple,345.06
P0423,LG Microwave,Home,LG,1950.08
P0424,Samsung Console,Gaming,Samsung,530.32
P0425,LG Console,Gaming,LG,662.39
P0426,Sony Laptop,Electronics,Sony,320.18
P0427,Samsung Headphones,Accessories,Samsung,1513.76
P0428,Bose Tablet,Electronics,Bose,1582.43
P0429,Dell Microwave,Home,Dell,1742.78
P0430,Bose Console,Gaming,Bose,616.01
P0431,LG Phone,Electronics,LG,1929.25
P0432,Sony Vacuum,Home,Sony,1837.55
P0433,HP Tablet,Electronics,HP,38.44
P0434,Dell Controller,Gaming,Dell,1698.23
P0435,Apple Charger,Accessories,Apple,817.62
P0436,Apple Controller,Gaming,Apple,710.64
P0437,Samsung Vacuum,Home,Samsung,350.95
P0438,Bose Controller,Gaming,Bose,1119.57
P0439,LG Phone,Electronics,LG,1685.68
P0440,Bose Microwave,Home,Bose,1594.74
P0441,Bose Headphones,Accessories,Bose,878.88
P0442,Samsung Microwave,Home,Samsung,890.87
P0443,Sony Laptop,Electronics,Sony,1661.59
P0444,Bose Microwave,Home,Bose,965.39
P0445,LG Microwave,Home,LG,1168.23
P0446,Bose Game,Gaming,Bose,394.61
P0447,LG Microwave,Home,LG,1890.14
P0448,Dell Laptop,Electronics,Dell,1127.27
P0449,HP Keyboard,Accessories,HP,1740.02
P0450,Bose Phone,Electronics,Bose,731.34
P0451,HP Phone,Electronics,HP,964.8
P0452,Bose Game,Gaming,Bose,1868.21
P0453,LG Camera,Electronics,LG,289.8
P0454,Samsung Mouse,Accessories,Samsung,1746.35
P0455,Sony Charger,Accessories,Sony,282.71
P0456,HP Game,Gaming,HP,128.95
P0457,Apple Game,Gaming,Apple,696.78
P0458,LG Vacuum,Home,LG,1168.8
P0459,Dell Vacuum,Home,Dell,552.66
P0460,Apple Tablet,Electronics,Apple,1407.07
P0461,Sony Microwave,Home,Sony,1197.54
P0462,LG Tablet,Electronics,LG,1464.2
P0463,Bose Vacuum,Home,Bose,669.46
P0464,HP Tablet,Electronics,HP,1348.78
P0465,Dell Controller,Gaming,Dell,715.53
P0466,Dell Game,Gaming,Dell,1111.02
P0467,Bose Laptop,Electronics,Bose,644.35
P0468,Sony Mouse,Accessories,Sony,1265.87
P0469,Apple Laptop,Electronics,Apple,779.92
P0470,Sony Console,Gaming,Sony,539.04
P0471,Samsung Tablet,Electronics,Samsung,1051.2
P0472,HP Controller,Gaming,HP,1978.5
P0473,Apple Vacuum,Home,Apple,1561.68
P0474,HP Phone,Electronics,HP,720.5
P0475,Bose Headphones,Accessories,Bose,876.97
P0476,HP Tablet,Electronics,HP,1981.45
P0477,Apple Microwave,Home,Apple,1709.38
P0478,Sony Air Fryer,Home,Sony,1176.15
P0479,Apple Microwave,Home,Apple,1505.43
P0480,LG Controller,Gaming,LG,1948.16
P0481,Bose Console,Gaming,Bose,294.8
P0482,HP Tablet,Electronics,HP,1269.91
P0483,LG Air Fryer,Home,LG,119.6
P0484,Apple Charger,Accessories,Apple,371.07
P0485,HP Blender,Home,HP,1518.35
P0486,HP Controller,Gaming,HP,292.07
P0487,Apple Console,Gaming,Apple,1864.71
P0488,Bose Laptop,Electronics,Bose,265.73
P0489,Sony Mouse,Accessories,Sony,1397.87
P0490,Dell Phone,Electronics,Dell,663.76
P0491,Apple Mouse,Accessories,Apple,422.87
P0492,Samsung Console,Gaming,Samsung,1356.34
P0493,Sony Console,Gaming,Sony,205.85
P0494,HP Microwave,Home,HP,122.04
P0495,HP Game,Gaming,HP,160.75
P0496,Bose Camera,Electronics,Bose,1002.91
P0497,LG Charger,Accessories,LG,1670.05
P0498,LG Charger,Accessories,LG,1374.62
P0499,LG Console,Gaming,LG,102.13
P0500,Apple Laptop,Electronics,Apple,507.65
