store_id,product_id,inventory_qty
S001,P0272,329
S001,P0273,444
S001,P0274,197
S001,P0275,392
S001,P0276,262
S001,P0277,385
S001,P0278,183
S001,P0279,292
S001,P0280,438
S001,P0281,269
S001,P0282,441
S001,P0283,130
S001,P0284,76
S001,P0285,181
S001,P0286,305
S001,P0287,276
S001,P0288,108
S001,P0289,102
S001,P0290,413
S001,P0291,204
S001,P0292,108
S001,P0293,128
S001,P0294,219
S001,P0295,320
S001,P0296,499
S001,P0297,154
S001,P0298,60
S001,P0299,202
S001,P0300,100
S001,P0301,390
S001,P0302,486
S001,P0303,114
S001,P0304,493
S001,P0305,391
S001,P0306,454
S001,P0307,417
S001,P0308,232
S001,P0309,168
S001,P0310,135
S001,P0311,251
S001,P0312,72
S001,P0313,172
S001,P0314,362
S001,P0315,197
S001,P0316,235
S001,P0317,398
S001,P0318,399
S001,P0319,236
S001,P0320,152
S001,P0321,378
S001,P0322,254
S001,P0323,430
S001,P0324,58
S001,P0325,470
S001,P0326,364
S001,P0327,73
S001,P0328,258
S001,P0329,157
S001,P0330,296
S001,P0331,345
S001,P0332,103
S001,P0333,476
S001,P0334,383
S001,P0335,123
S001,P0336,112
S001,P0337,147
S001,P0338,405
S001,P0339,130
S001,P0340,468
S001,P0341,143
S001,P0342,179
S001,P0343,143
S001,P0344,55
S001,P0345,387
S001,P0346,374
S001,P0347,471
S001,P0348,102
S001,P0349,321
S001,P0350,108
S001,P0351,147
S001,P0352,414
S001,P0353,182
S001,P0354,438
S001,P0355,269
S001,P0356,353
S001,P0357,306
S001,P0358,318
S001,P0359,499
S001,P0360,324
S001,P0361,334
S001,P0362,459
S001,P0363,65
S001,P0364,192
S001,P0365,368
S001,P0366,160
S001,P0367,482
S001,P0368,231
S001,P0369,53
S001,P0370,52
S001,P0371,361
S001,P0372,352
S001,P0373,203
S001,P0374,282
S001,P0375,75
S001,P0376,460
S001,P0377,497
S001,P0378,413
S001,P0379,94
S001,P0380,303
S001,P0381,116
S001,P0382,500
S001,P0383,86
S001,P0384,219
S001,P0385,118
S001,P0386,314
S001,P0387,491
S001,P0388,172
S001,P0389,323
S001,P0390,271
S001,P0391,209
S001,P0392,240
S001,P0393,447
S001,P0394,261
S001,P0395,280
S001,P0396,153
S001,P0397,173
S001,P0398,110
S001,P0399,232
S001,P0400,440
S001,P0401,60
S001,P0402,455
S001,P0403,143
S001,P0404,162
S001,P0405,153
S001,P0406,103
S001,P0407,90
S001,P0408,394
S001,P0409,115
S001,P0410,305
S001,P0411,486
S001,P0412,186
S001,P0413,54
S001,P0414,434
S001,P0415,498
S001,P0416,381
S001,P0417,454
S001,P0418,96
S001,P0419,238
S001,P0420,460
S001,P0421,415
S001,P0422,406
S001,P0423,239
S001,P0424,295
S001,P0425,111
S001,P0426,156
S001,P0427,368
S001,P0428,208
S001,P0429,116
S001,P0430,341
S001,P0431,484
S001,P0432,233
S001,P0433,220
S001,P0434,346
S001,P0435,146
S001,P0436,266
S001,P0437,166
S001,P0438,296
S001,P0439,136
S001,P0440,135
S001,P0441,153
S001,P0442,253
S001,P0443,391
S001,P0444,144
S001,P0445,441
S001,P0446,264
S001,P0447,182
S001,P0448,185
S001,P0449,479
S001,P0450,431
S001,P0451,188
S001,P0452,301
S001,P0453,57
S001,P0454,319
S001,P0455,135
S001,P0456,454
S001,P0457,238
S001,P0458,266
S001,P0459,264
S001,P0460,172
S001,P0461,198
S001,P0462,245
S001,P0463,322
S001,P0464,320
S001,P0465,429
S001,P0466,256
S001,P0467,110
S001,P0468,89
S001,P0469,207
S001,P0470,132
S001,P0471,484
S001,P0472,419
S001,P0473,464
S001,P0474,235
S001,P0475,365
S001,P0476,331
S001,P0477,246
S001,P0478,278
S001,P0479,408
S001,P0480,55
S001,P0481,260
S001,P0482,232
S001,P0483,498
S001,P0484,282
S001,P0485,471
S001,P0486,251
S001,P0487,189
S001,P0488,472
S001,P0489,468
S001,P0490,235
S001,P0491,470
S001,P0492,242
S001,P0493,418
S001,P0494,124
S001,P0495,159
S001,P0496,208
S001,P0497,441
S001,P0498,357
S001,P0499,83
S001,P0500,440
S002,P0001,271
S002,P0002,424
S002,P0003,354
S002,P0004,296
S002,P0005,237
S002,P0006,87
S002,P0007,71
S002,P0008,352
S002,P0009,52
S002,P0010,319
S002,P0011,328
S002,P0012,67
S002,P0013,408
S002,P0014,385
S002,P0015,222
S002,P0016,481
S002,P0017,328
S002,P0018,140
S002,P0019,299
S002,P0020,443
S002,P0021,209
S002,P0022,74
S002,P0023,418
S002,P0024,70
S002,P0025,184
S002,P0026,332
S002,P0027,401
S002,P0028,168
S002,P0029,309
S002,P0030,444
S002,P0031,196
S002,P0032,405
S002,P0033,134
S002,P0034,203
S002,P0035,390
S002,P0036,195
S002,P0037,404
S002,P0038,246
S002,P0039,488
S002,P0040,123
S002,P0041,489
S002,P0042,250
S002,P0043,436
S002,P0044,178
S002,P0045,291
S002,P0046,392
S002,P0047,354
S002,P0048,71
S002,P0049,389
S002,P0050,213
S002,P0051,391
S002,P0052,353
S002,P0053,389
S002,P0054,138
S002,P0055,130
S002,P0056,151
S002,P0057,294
S002,P0058,254
S002,P0059,237
S002,P0060,256
S002,P0061,390
S002,P0062,104
S002,P0063,176
S002,P0064,277
S002,P0065,448
S002,P0066,104
S002,P0067,166
S002,P0068,148
S002,P0069,270
S002,P0070,316
S002,P0071,388
S002,P0072,189
S002,P0073,344
S002,P0074,147
S002,P0075,393
S002,P0076,149
S002,P0077,285
S002,P0078,364
S002,P0079,68
S002,P0080,409
S002,P0081,324
S002,P0082,249
S002,P0083,406
S002,P0084,113
S002,P0085,371
S002,P0086,412
S002,P0087,338
S002,P0088,351
S002,P0089,103
S002,P0090,50
S002,P0091,262
S002,P0092,188
S002,P0093,75
S002,P0094,150
S002,P0095,180
S002,P0096,177
S002,P0097,144
S002,P0098,329
S002,P0099,117
S002,P0100,141
S002,P0101,85
S002,P0102,110
S002,P0103,304
S002,P0104,405
S002,P0105,303
S002,P0106,87
S002,P0107,496
S002,P0108,226
S002,P0109,403
S002,P0110,163
S002,P0111,429
S002,P0112,109
S002,P0113,363
S002,P0114,475
S002,P0115,177
S002,P0116,218
S002,P0117,422
S002,P0118,213
S002,P0119,51
S002,P0120,218
S002,P0121,248
S002,P0122,246
S002,P0123,189
S002,P0124,209
S002,P0125,69
S002,P0126,307
S002,P0127,351
S002,P0128,171
S002,P0129,123
S002,P0130,58
S002,P0131,452
S002,P0132,210
S002,P0133,381
S002,P0134,355
S002,P0135,231
S002,P0136,443
S002,P0137,289
S002,P0138,378
S002,P0139,366
S002,P0140,226
S002,P0141,391
S002,P0142,365
S002,P0143,413
S002,P0144,456
S002,P0145,59
S002,P0146,419
S002,P0147,436
S002,P0148,143
S002,P0149,125
S002,P0150,349
S002,P0151,395
S002,P0152,79
S002,P0153,145
S002,P0154,52
S002,P0155,283
S002,P0156,227
S002,P0157,155
S002,P0158,350
S002,P0159,402
S002,P0160,148
S002,P0161,487
S002,P0162,220
S002,P0163,147
S002,P0164,358
S002,P0165,356
S002,P0166,341
S002,P0167,373
S002,P0168,317
S002,P0169,69
S002,P0170,181
S002,P0171,422
S002,P0172,132
S002,P0173,208
S002,P0174,387
S002,P0175,237
S002,P0176,459
S002,P0177,230
S002,P0178,297
S002,P0179,182
S002,P0180,162
S002,P0181,456
S002,P0182,136
S002,P0183,362
S002,P0184,392
S002,P0185,371
S002,P0186,473
S002,P0187,235
S002,P0188,81
S002,P0189,362
S002,P0190,474
S002,P0191,215
S002,P0192,235
S002,P0193,157
S002,P0194,281
S002,P0195,102
S002,P0196,199
S002,P0197,211
S002,P0198,393
S002,P0199,231
S002,P0200,228
S002,P0201,288
S002,P0202,234
S002,P0203,258
S002,P0204,190
S002,P0205,340
S002,P0206,157
S002,P0207,484
S002,P0208,485
S002,P0209,172
S002,P0210,73
S002,P0211,133
S002,P0212,321
S002,P0213,355
S002,P0214,225
S002,P0215,133
S002,P0216,305
S002,P0217,355
S002,P0218,291
S002,P0219,299
S002,P0220,73
S002,P0221,70
S002,P0222,478
S002,P0223,222
S002,P0224,94
S002,P0225,317
S002,P0226,401
S002,P0227,176
S002,P0228,337
S002,P0229,150
S002,P0230,135
S002,P0231,97
S002,P0232,302
S002,P0233,405
S002,P0234,417
S002,P0235,266
S002,P0236,240
S002,P0237,114
S002,P0238,200
S002,P0239,404
S002,P0240,199
S002,P0241,248
S002,P0242,95
S002,P0243,351
S002,P0244,140
S002,P0245,390
S002,P0246,277
S002,P0247,161
S002,P0248,135
S002,P0249,362
S002,P0250,310
S002,P0251,331
S002,P0252,314
S002,P0253,113
S002,P0254,149
S002,P0255,147
S002,P0256,425
S002,P0257,148
S002,P0258,64
S002,P0259,358
S002,P0260,78
S002,P0261,404
S002,P0262,96
S002,P0263,359
S002,P0264,465
S002,P0265,324
S002,P0266,420
S002,P0267,230
S002,P0268,306
S002,P0269,400
S002,P0270,246
S002,P0271,164
S002,P0272,373
S002,P0273,95
S002,P0274,271
S002,P0275,263
S002,P0276,267
S002,P0277,445
S002,P0278,57
S002,P0279,438
S002,P0280,311
S002,P0281,86
S002,P0282,305
S002,P0283,188
S002,P0284,375
S002,P0285,486
S002,P0286,477
S002,P0287,324
S002,P0288,313
S002,P0289,70
S002,P0290,82
S002,P0291,200
S002,P0292,366
S002,P0293,499
S002,P0294,468
S002,P0295,158
S002,P0296,444
S002,P0297,156
S002,P0298,369
S002,P0299,261
S002,P0300,201
S002,P0301,452
S002,P0302,193
S002,P0303,52
S002,P0304,230
S002,P0305,172
S002,P0306,444
S002,P0307,373
S002,P0308,374
S002,P0309,357
S002,P0310,174
S002,P0311,206
S002,P0312,184
S002,P0313,258
S002,P0314,147
S002,P0315,305
S002,P0316,409
S002,P0317,153
S002,P0318,263
S002,P0319,352
S002,P0320,224
S002,P0321,99
S002,P0322,174
S002,P0323,453
S002,P0324,312
S002,P0325,385
S002,P0326,144
S002,P0327,394
S002,P0328,465
S002,P0329,358
S002,P0330,132
S002,P0331,217
S002,P0332,173
S002,P0333,357
S002,P0334,426
S002,P0335,120
S002,P0336,433
S002,P0337,74
S002,P0338,229
S002,P0339,455
S002,P0340,306
S002,P0341,311
S002,P0342,210
S002,P0343,460
S002,P0344,288
S002,P0345,336
S002,P0346,52
S002,P0347,162
S002,P0348,109
S002,P0349,133
S002,P0350,93
S002,P0351,435
S002,P0352,196
S002,P0353,181
S002,P0354,146
S002,P0355,194
S002,P0356,182
S002,P0357,238
S002,P0358,448
S002,P0359,77
S002,P0360,54
S002,P0361,366
S002,P0362,143
S002,P0363,218
S002,P0364,416
S002,P0365,377
S002,P0366,97
S002,P0367,209
S002,P0368,369
S002,P0369,417
S002,P0370,194
S002,P0371,86
S002,P0372,60
S002,P0373,392
S002,P0374,373
S002,P0375,427
S002,P0376,201
S002,P0377,390
S002,P0378,336
S002,P0379,290
S002,P0380,290
S002,P0381,249
S002,P0382,296
S002,P0383,155
S002,P0384,168
S002,P0385,310
S002,P0386,352
S002,P0387,439
S002,P0388,171
S002,P0389,201
S002,P0390,327
S002,P0391,269
S002,P0392,267
S002,P0393,73
S002,P0394,365
S002,P0395,296
S002,P0396,326
S002,P0397,471
S002,P0398,266
S002,P0399,154
S002,P0400,126
S002,P0401,438
S002,P0402,243
S002,P0403,419
S002,P0404,158
S002,P0405,152
S002,P0406,469
S002,P0407,460
S002,P0408,264
S002,P0409,342
S002,P0410,160
S002,P0411,312
S002,P0412,89
S002,P0413,469
S002,P0414,499
S002,P0415,318
S002,P0416,183
S002,P0417,177
S002,P0418,378
S002,P0419,351
S002,P0420,494
S002,P0421,447
S002,P0422,165
S002,P0423,433
S002,P0424,488
S002,P0425,109
S002,P0426,259
S002,P0427,253
S002,P0428,266
S002,P0429,268
S002,P0430,136
S002,P0431,302
S002,P0432,337
S002,P0433,414
S002,P0434,222
S002,P0435,89
S002,P0436,390
S002,P0437,54
S002,P0438,260
S002,P0439,486
S002,P0440,340
S002,P0441,258
S002,P0442,490
S002,P0443,162
S002,P0444,264
S002,P0445,393
S002,P0446,169
S002,P0447,377
S002,P0448,417
S002,P0449,388
S002,P0450,127
S002,P0451,257
S002,P0452,302
S002,P0453,102
S002,P0454,364
S002,P0455,158
S002,P0456,447
S002,P0457,153
S002,P0458,163
S002,P0459,463
S002,P0460,493
S002,P0461,97
S002,P0462,441
S002,P0463,60
S002,P0464,402
S002,P0465,237
S002,P0466,311
S002,P0467,485
S002,P0468,225
S002,P0469,436
S002,P0470,239
S002,P0471,231
S002,P0472,298
S002,P0473,103
S002,P0474,314
S002,P0475,50
S002,P0476,434
S002,P0477,181
S002,P0478,421
S002,P0479,307
S002,P0480,82
S002,P0481,390
S002,P0482,134
S002,P0483,458
S002,P0484,313
S002,P0485,122
S002,P0486,364
S002,P0487,305
S002,P0488,460
S002,P0489,126
S002,P0490,219
S002,P0491,294
S002,P0492,465
S002,P0493,306
S002,P0494,99
S002,P0495,435
S002,P0496,452
S002,P0497,180
S002,P0498,486
S002,P0499,106
S002,P0500,237
S003,P0001,236
S003,P0002,178
S003,P0003,342
S003,P0004,254
S003,P0005,491
S003,P0006,105
S003,P0007,247
S003,P0008,393
S003,P0009,442
S003,P0010,51
S003,P0011,474
S003,P0012,392
S003,P0013,232
S003,P0014,398
S003,P0015,177
S003,P0016,51
S003,P0017,79
S003,P0018,485
S003,P0019,90
S003,P0020,209
S003,P0021,282
S003,P0022,247
S003,P0023,479
S003,P0024,138
S003,P0025,80
S003,P0026,258
S003,P0027,66
S003,P0028,272
S003,P0029,414
S003,P0030,221
S003,P0031,145
S003,P0032,263
S003,P0033,413
S003,P0034,71
S003,P0035,362
S003,P0036,354
S003,P0037,159
S003,P0038,350
S003,P0039,461
S003,P0040,289
S003,P0041,199
S003,P0042,151
S003,P0043,134
S003,P0044,84
S003,P0045,414
S003,P0046,326
S003,P0047,260
S003,P0048,438
S003,P0049,57
S003,P0050,88
S003,P0051,419
S003,P0052,447
S003,P0053,383
S003,P0054,403
S003,P0055,134
S003,P0056,294
S003,P0057,302
S003,P0058,338
S003,P0059,472
S003,P0060,280
S003,P0061,220
S003,P0062,315
S003,P0063,135
S003,P0064,130
S003,P0065,481
S003,P0066,56
S003,P0067,172
S003,P0068,437
S003,P0069,386
S003,P0070,294
S003,P0071,124
S003,P0072,243
S003,P0073,263
S003,P0074,138
S003,P0075,113
S003,P0076,300
S003,P0077,377
S003,P0078,330
S003,P0079,308
S003,P0080,220
S003,P0081,133
S003,P0082,434
S003,P0083,491
S003,P0084,203
S003,P0085,312
S003,P0086,491
S003,P0087,300
S003,P0088,458
S003,P0089,59
S003,P0090,56
S003,P0091,477
S003,P0092,124
S003,P0093,159
S003,P0094,179
S003,P0095,285
S003,P0096,436
S003,P0097,152
S003,P0098,146
S003,P0099,224
S003,P0100,236
S003,P0101,97
S003,P0102,481
S003,P0103,349
S003,P0104,431
S003,P0105,347
S003,P0106,480
S003,P0107,490
S003,P0108,203
S003,P0109,130
S003,P0110,424
S003,P0111,159
S003,P0112,334
S003,P0113,79
S003,P0114,310
S003,P0115,115
S003,P0116,327
S003,P0117,211
S003,P0118,189
S003,P0119,403
S003,P0120,212
S003,P0121,472
S003,P0122,166
S003,P0123,152
S003,P0124,91
S003,P0125,77
S003,P0126,466
S003,P0127,495
S003,P0128,85
S003,P0129,180
S003,P0130,320
S003,P0131,378
S003,P0132,328
S003,P0133,471
S003,P0134,120
S003,P0135,307
S003,P0136,269
S003,P0137,193
S003,P0138,165
S003,P0139,108
S003,P0140,130
S003,P0141,289
S003,P0142,285
S003,P0143,292
S003,P0144,58
S003,P0145,424
S003,P0146,360
S003,P0147,227
S003,P0148,447
S003,P0149,399
S003,P0150,492
S003,P0151,172
S003,P0152,469
S003,P0153,89
S003,P0154,109
S003,P0155,185
S003,P0156,457
S003,P0157,428
S003,P0158,262
S003,P0159,344
S003,P0160,474
S003,P0161,470
S003,P0162,331
S003,P0163,232
S003,P0164,194
S003,P0165,208
S003,P0166,462
S003,P0167,410
S003,P0168,480
S003,P0169,62
S003,P0170,425
S003,P0171,262
S003,P0172,396
S003,P0173,199
S003,P0174,179
S003,P0175,371
S003,P0176,103
S003,P0177,124
S003,P0178,356
S003,P0179,79
S003,P0180,82
S003,P0181,365
S003,P0182,136
S003,P0183,380
S003,P0184,282
S003,P0185,256
S003,P0186,212
S003,P0187,62
S003,P0188,122
S003,P0189,268
S003,P0190,350
S003,P0191,300
S003,P0192,372
S003,P0193,98
S003,P0194,487
S003,P0195,182
S003,P0196,357
S003,P0197,63
S003,P0198,445
S003,P0199,270
S003,P0200,294
S003,P0201,130
S003,P0202,378
S003,P0203,233
S003,P0204,489
S003,P0205,325
S003,P0206,129
S003,P0207,492
S003,P0208,401
S003,P0209,284
S003,P0210,412
S003,P0211,413
S003,P0212,435
S003,P0213,386
S003,P0214,296
S003,P0215,80
S003,P0216,88
S003,P0217,399
S003,P0218,301
S003,P0219,486
S003,P0220,61
S003,P0221,86
S003,P0222,116
S003,P0223,380
S003,P0224,389
S003,P0225,318
S003,P0226,500
S003,P0227,62
S003,P0228,489
S003,P0229,258
S003,P0230,234
S003,P0231,499
S003,P0232,467
S003,P0233,481
S003,P0234,266
S003,P0235,450
S003,P0236,395
S003,P0237,283
S003,P0238,141
S003,P0239,379
S003,P0240,64
S003,P0241,178
S003,P0242,291
S003,P0243,238
S003,P0244,228
S003,P0245,117
S003,P0246,365
S003,P0247,369
S003,P0248,459
S003,P0249,86
S003,P0250,116
S003,P0251,408
S003,P0252,55
S003,P0253,362
S003,P0254,375
S003,P0255,382
S003,P0256,379
S003,P0257,182
S003,P0258,373
S003,P0259,483
S003,P0260,71
S003,P0261,206
S003,P0262,175
S003,P0263,499
S003,P0264,189
S003,P0265,428
S003,P0266,270
S003,P0267,206
S003,P0268,203
S003,P0269,393
S003,P0270,228
S003,P0271,380
S003,P0272,110
S003,P0273,336
S003,P0274,50
S003,P0275,147
S003,P0276,120
S003,P0277,86
S003,P0278,190
S003,P0279,421
S003,P0280,279
S003,P0281,232
S003,P0282,319
S003,P0283,167
S003,P0284,306
S003,P0285,83
S003,P0286,267
S003,P0287,293
S003,P0288,191
S003,P0289,78
S003,P0290,444
S003,P0291,314
S003,P0292,469
S003,P0293,293
S003,P0294,367
S003,P0295,340
S003,P0296,190
S003,P0297,157
S003,P0298,414
S003,P0299,150
S003,P0300,247
S003,P0301,282
S003,P0302,291
S003,P0303,448
S003,P0304,277
S003,P0305,230
S003,P0306,77
S003,P0307,50
S003,P0308,118
S003,P0309,256
S003,P0310,388
S003,P0311,162
S003,P0312,438
S003,P0313,125
S003,P0314,250
S003,P0315,216
S003,P0316,368
S003,P0317,479
S003,P0318,233
S003,P0319,222
S003,P0320,304
S003,P0321,134
S003,P0322,201
S003,P0323,280
S003,P0324,140
S003,P0325,372
S003,P0326,53
S003,P0327,188
S003,P0328,116
S003,P0329,352
S003,P0330,196
S003,P0331,463
S003,P0332,279
S003,P0333,379
S003,P0334,431
S003,P0335,330
S003,P0336,422
S003,P0337,98
S003,P0338,291
S003,P0339,245
S003,P0340,358
S003,P0341,428
S003,P0342,378
S003,P0343,224
S003,P0344,496
S003,P0345,435
S003,P0346,300
S003,P0347,319
S003,P0348,130
S003,P0349,359
S003,P0350,174
S003,P0351,392
S003,P0352,99
S003,P0353,420
S003,P0354,298
S003,P0355,159
S003,P0356,357
S003,P0357,229
S003,P0358,76
S003,P0359,374
S003,P0360,136
S003,P0361,80
S003,P0362,309
S003,P0363,375
S003,P0364,482
S003,P0365,369
S003,P0366,237
S003,P0367,70
S003,P0368,275
S003,P0369,190
S003,P0370,432
S003,P0371,304
S003,P0372,422
S003,P0373,396
S003,P0374,233
S003,P0375,115
S003,P0376,466
S003,P0377,310
S003,P0378,281
S003,P0379,274
S003,P0380,454
S003,P0381,402
S003,P0382,51
S003,P0383,451
S003,P0384,266
S003,P0385,147
S003,P0386,213
S003,P0387,71
S003,P0388,345
S003,P0389,307
S003,P0390,234
S003,P0391,221
S003,P0392,89
S003,P0393,99
S003,P0394,246
S003,P0395,186
S003,P0396,296
S003,P0397,360
S003,P0398,264
S003,P0399,405
S003,P0400,439
S003,P0401,227
S003,P0402,71
S003,P0403,293
S003,P0404,52
S003,P0405,228
S003,P0406,179
S003,P0407,63
S003,P0408,282
S003,P0409,430
S003,P0410,224
S003,P0411,372
S003,P0412,460
S003,P0413,226
S003,P0414,231
S003,P0415,315
S003,P0416,101
S003,P0417,197
S003,P0418,319
S003,P0419,201
S003,P0420,428
S003,P0421,425
S003,P0422,316
S003,P0423,251
S003,P0424,215
S003,P0425,467
S003,P0426,62
S003,P0427,478
S003,P0428,114
S003,P0429,229
S003,P0430,143
S003,P0431,114
S003,P0432,62
S003,P0433,283
S003,P0434,344
S003,P0435,477
S003,P0436,178
S003,P0437,53
S003,P0438,381
S003,P0439,345
S003,P0440,222
S003,P0441,216
S003,P0442,239
S003,P0443,465
S003,P0444,424
S003,P0445,64
S003,P0446,427
S003,P0447,55
S003,P0448,455
S003,P0449,98
S003,P0450,205
S003,P0451,305
S003,P0452,427
S003,P0453,424
S003,P0454,108
S003,P0455,127
S003,P0456,107
S003,P0457,389
S003,P0458,208
S003,P0459,211
S003,P0460,260
S003,P0461,101
S003,P0462,409
S003,P0463,131
S003,P0464,357
S003,P0465,223
S003,P0466,198
S003,P0467,209
S003,P0468,451
S003,P0469,280
S003,P0470,210
S003,P0471,156
S003,P0472,443
S003,P0473,101
S003,P0474,179
S003,P0475,465
S003,P0476,183
S003,P0477,353
S003,P0478,459
S003,P0479,316
S003,P0480,478
S003,P0481,450
S003,P0482,399
S003,P0483,408
S003,P0484,144
S003,P0485,360
S003,P0486,410
S003,P0487,145
S003,P0488,80
S003,P0489,261
S003,P0490,473
S003,P0491,384
S003,P0492,104
S003,P0493,494
S003,P0494,437
S003,P0495,266
S003,P0496,259
S003,P0497,131
S003,P0498,418
S003,P0499,289
S003,P0500,297
S004,P0001,383
S004,P0002,499
S004,P0003,242
S004,P0004,319
S004,P0005,310
S004,P0006,249
S004,P0007,119
S004,P0008,347
S004,P0009,422
S004,P0010,268
S004,P0011,417
S004,P0012,482
S004,P0013,172
S004,P0014,92
S004,P0015,300
S004,P0016,95
S004,P0017,289
S004,P0018,382
S004,P0019,417
S004,P0020,280
S004,P0021,394
S004,P0022,112
S004,P0023,60
S004,P0024,362
S004,P0025,325
S004,P0026,387
S004,P0027,135
S004,P0028,326
S004,P0029,169
S004,P0030,348
S004,P0031,179
S004,P0032,373
S004,P0033,140
S004,P0034,383
S004,P0035,262
S004,P0036,452
S004,P0037,382
S004,P0038,286
S004,P0039,246
S004,P0040,203
S004,P0041,186
S004,P0042,244
S004,P0043,429
S004,P0044,226
S004,P0045,159
S004,P0046,120
S004,P0047,203
S004,P0048,231
S004,P0049,204
S004,P0050,62
S004,P0051,447
S004,P0052,258
